category,dataset,split,image,error
english,ICDAR2017cBAD_Complex,test,000600,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000449,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000102,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000985,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000520,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000344,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000277,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000510,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000145,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000796,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000013,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000772,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000206,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000399,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000328,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000662,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000218,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000965,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000768,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000068,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000968,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000781,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000791,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000924,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000249,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000222,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000181,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000287,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000457,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000210,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000957,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000729,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000698,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000818,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000884,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000122,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000770,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000495,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000847,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000921,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000442,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000932,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000553,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000192,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000653,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000267,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000233,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000066,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,001003,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000282,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000264,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000303,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000767,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000010,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,001004,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000311,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000476,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000673,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000047,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000165,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000110,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000960,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000773,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000329,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000906,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000294,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000042,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000070,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000694,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000292,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000301,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000101,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000935,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000840,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000601,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000680,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000305,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000376,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000748,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000964,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000919,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000497,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000588,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000020,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000153,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000794,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000339,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000251,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000360,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000950,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000291,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000487,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000134,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000467,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000724,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000856,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000170,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000838,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000262,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000214,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000675,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000578,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000619,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000104,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000571,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000103,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000719,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000631,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000808,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000577,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000507,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000074,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000023,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000854,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000800,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000000,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000886,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000387,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000592,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000038,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000129,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000415,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000096,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000894,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000261,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000408,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000944,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000764,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000995,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000782,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000834,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000445,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000955,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000079,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000498,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000452,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000634,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000568,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000274,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000869,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000245,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000062,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000931,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000836,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000873,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000230,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000506,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000254,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000346,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000910,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000558,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000532,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000930,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000554,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000540,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000039,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000923,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000870,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000228,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000398,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000537,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000516,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000191,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000508,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000579,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000933,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000278,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000900,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000792,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000151,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000425,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000922,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000678,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000541,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000361,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000845,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000353,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000732,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000050,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000656,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000683,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000718,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,001009,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000248,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000362,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000654,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000616,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000401,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000990,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000979,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000514,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000741,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000390,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000468,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000377,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000857,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000589,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000606,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000581,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000257,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000797,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000256,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000448,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000475,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000742,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000839,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000386,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000041,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000701,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000511,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000355,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000806,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,001002,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000461,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000994,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000728,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000593,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000956,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000761,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000349,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000099,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000352,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000473,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000887,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000447,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000217,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000364,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000474,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000899,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000405,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000051,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000235,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000551,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000271,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000559,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000668,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000146,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000012,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000061,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000168,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000308,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000703,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000081,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000877,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000911,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000111,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000113,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000517,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000008,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000940,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000107,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000484,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000819,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000779,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000348,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000688,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000821,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000849,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000139,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000005,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000757,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000205,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000643,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000025,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000988,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000607,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000526,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000962,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000177,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000997,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000883,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000925,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000133,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000331,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000414,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000112,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000032,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000157,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000019,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,001005,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000316,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000946,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000279,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000945,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000987,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000117,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000702,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000618,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000465,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000016,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000738,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000109,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000572,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000829,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000672,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000843,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000802,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000105,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000400,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000135,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000094,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000460,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000590,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000236,"FileNotFoundError(2, 'No such file or directory')"
